neighbourhood,area,rooms,parking,bathrooms,price,lat_value,lon_value,has_multiple_parking_spaces
Vila Industrial,124.54,2,1,2,429556.0,-23.178166,-45.8593723,0
Jardim Satélite,124.36,2,0,1,277000.0,-23.2629313,-45.8910605,0
Jardim Paraíso do Sol,124.39,2,1,1,243800.0,-23.1836107,-45.8043034,0
Floradas de São José,124.14,2,1,2,400000.0,-23.2210113,-45.8861064,0
Vila Ema,124.7,4,2,3,1300000.0,-23.2071612,-45.9009565,1
Altos do Esplanada,124.8,3,3,5,2400000.0,-23.2127421,-45.9069145,1
Jardim Apolo I,124.68,2,2,2,955000.0,-23.1956647,-45.8937347,1
Jardim Sul,124.19,2,1,1,325000.0,-23.2505639,-45.8914715,0
Vila Ema,124.0,2,1,1,500000.0,-23.2028182,-45.9003141,0
Jardim Augusta,124.53,3,2,2,800000.0,-23.1976423,-45.8819124,1
Parque Residencial Aquarius,124.32,3,2,4,2200000.0,-23.2170569,-45.9088967,1
Jardim América,124.11,3,1,2,430000.0,-23.2499985,-45.9083387,0
Jardim das Indústrias,124.12,3,3,4,1700000.0,-23.2327074,-45.9275569,1
Jardim Fátima,124.88,2,2,3,1100000.0,-23.2078926,-45.8966025,1
Parque Industrial,124.67,2,1,1,230000.0,-23.2253021,-45.9016713,0
Parque Residencial Aquarius,124.22,2,2,2,750000.0,-23.215405,-45.9074207,1
Jardim Apolo II,124.6,2,2,1,590000.0,-23.2050581,-45.9048126,1
Parque Industrial,124.02,2,1,1,525000.0,-23.2267306,-45.9036805,0
Jardim das Indústrias,124.77,3,2,2,585000.0,-23.2247129,-45.9052256,1
Condomínio Residencial Colinas do Paratehy,124.71,2,1,2,375000.0,-23.1843507,-45.9497004,0
Jardim Satélite,124.47,3,1,4,765000.0,-23.2629313,-45.8910605,0
Parque Residencial Aquarius,124.56,4,3,6,1699000.0,-23.2151853,-45.9090412,1
Centro,124.39,2,1,1,380000.0,-23.1835214,-45.8878957,0
Jardim Terras do Sul,124.68,2,1,1,320000.0,-23.2466231,-45.8948605,0
Jardim Paraíso,124.19,2,1,2,515000.0,-23.2361199,-45.9026307,0
Vila Industrial,124.71,2,1,1,190000.0,-23.1775485,-45.8397078,0
Vila Alexandrina,124.87,3,2,2,580000.0,-23.1624499,-45.8939949,1
Jardim das Indústrias,124.44,2,2,2,880000.0,-23.2341234,-45.9256624,1
Jardim Oswaldo Cruz,124.71,3,2,2,670000.0,-23.2008318,-45.8830378,1
Jardim das Indústrias,124.47,2,2,3,890000.0,-23.2341234,-45.9256624,1
Jardim Esplanada,124.9,1,1,1,471226.0,-23.1979166,-45.9113619,0
Jardim Veneza,124.38,2,2,2,680000.0,-23.2409567,-45.914431,1
Vila Adyana,124.77,3,2,2,900000.0,-23.2027939,-45.8950075,1
Vila Maria,124.08,2,1,1,360000.0,-23.1780209,-45.8803006,0
Jardim São Dimas,124.55,3,1,1,520000.0,-23.2043397,-45.8882488,0
Jardim Aparecida,124.11,3,2,1,640000.0,-23.1961965,-45.8841151,1
Palmeiras de São José,124.25,3,2,2,640000.0,-23.2400181,-45.9134951,1
Jardim Satélite,124.32,3,1,1,450000.0,-23.23324,-45.8887626,0
Jardim das Indústrias,124.94,3,2,3,1190000.0,-23.2341234,-45.9256624,1
Jardim Esplanada,124.7,4,2,4,990000.0,-23.1979166,-45.9113619,1
Jardim Oriente,124.84,3,2,2,419900.0,-23.2402544,-45.8933781,1
Jardim Bela Vista,124.38,3,1,2,380000.0,-23.1750798,-45.8859774,0
Parque Industrial,124.88,2,1,1,230000.0,-23.2253021,-45.9016713,0
Parque Residencial Aquarius,124.18,3,3,3,1200000.0,-23.2221126,-45.9095335,1
Parque Residencial Aquarius,124.5,3,2,3,590000.0,-23.2221126,-45.9095335,1
Vila Ema,124.56,3,3,2,710000.0,-23.2092982,-45.9032947,1
Jardim das Indústrias,124.02,3,2,3,1250000.0,-23.2327074,-45.9275569,1
Parque Residencial Aquarius,124.14,5,3,6,2050000.0,-23.2157422,-45.9060993,1
Vila Adyana,124.8,4,0,4,1200000.0,-23.2002824,-45.8940021,0
Vila Industrial,124.89,2,1,1,265000.0,-23.1754125,-45.8567745,0
Jardim Oswaldo Cruz,124.82,2,1,1,520000.0,-23.2008318,-45.8830378,0
Residencial Bosque dos Ipês,124.62,2,1,1,299900.0,-23.260462,-45.8971935,0
Jardim Satélite,124.68,3,2,2,600000.0,-23.2161228,-45.8885458,1
Jardim Paraíso,124.68,2,1,2,389000.0,-23.237943,-45.9011183,0
Jardim Nova América,124.1,2,1,1,313000.0,-23.1939714,-45.8981587,0
Vila Iracema,124.24,2,1,1,195000.0,-23.2505934,-45.8275902,0
Condomínio Residencial Colinas do Paratehy,124.77,3,2,2,450000.0,-23.1827844,-45.9503959,1
Palmeiras de São José,124.11,2,1,2,584390.0,-23.2400181,-45.9134951,0
Palmeiras de São José,124.49,2,1,2,375000.0,-23.2400181,-45.9134951,0
Residencial Frei Galvão,124.39,2,1,1,180000.0,-23.1698499,-45.7893012,0
Floradas de São José,124.21,3,1,2,371000.0,-23.2213004,-45.8883248,0
Centro,124.8,1,0,1,370000.0,-23.1921333,-45.8926102,0
Jardim Oswaldo Cruz,124.73,2,1,1,505000.0,-23.2008318,-45.8830378,0
Parque Residencial Aquarius,124.86,2,2,2,798000.0,-23.2151853,-45.9090412,1
Conjunto Residencial Trinta e Um de Março,124.53,2,1,2,550000.0,-23.2534054,-45.9166353,0
Bosque dos Eucaliptos,124.33,4,2,3,660000.0,-23.2629313,-45.8910605,1
Parque Residencial Aquarius,124.09,3,2,3,960000.0,-23.2202839,-45.9064383,1
Jardim São José II,124.35,2,1,1,160000.0,-23.1745967,-45.7865609,0
Alto da Ponte,124.22,2,1,1,195000.0,-23.1534653,-45.9029443,0
Vila Ema,124.64,1,2,1,745000.0,-23.2092982,-45.9032947,1
Parque Residencial Aquarius,124.24,2,1,2,800000.0,-23.2202839,-45.9064383,0
Jardim das Indústrias,124.52,3,2,2,489846.0,-23.2341234,-45.9256624,1
Jardim América,124.38,3,1,2,465000.0,-23.2499985,-45.9083387,0
Vila Ema,124.72,3,2,4,1422000.0,-23.2087038,-45.8998756,1
Jardim Estoril,124.29,3,2,2,700000.0,-23.253497,-45.8829921,1
Jardim das Colinas,124.89,4,3,5,2600000.0,-23.2082214,-45.9083253,1
Jardim Topázio,124.53,3,2,2,372000.0,-23.1961965,-45.8841151,1
Centro,124.77,1,1,1,360000.0,-23.1921333,-45.8926102,0
Parque Residencial Aquarius,124.6,4,2,1,658000.0,-23.2205233,-45.9051222,1
Parque Residencial Aquarius,124.7,3,2,3,960000.0,-23.2153165,-45.9095676,1
Parque Residencial Flamboyant,124.36,3,1,2,371000.0,-23.214223,-45.851209,0
Jardim das Indústrias,124.15,2,1,1,360000.0,-23.2240746,-45.9180774,0
Jardim Apolo I,124.97,1,1,1,237414.0,-23.1956647,-45.8937347,0
Loteamento Urbanova II,124.87,2,1,2,580000.0,-23.2013346,-45.9462429,0
Jardim São Dimas,124.96,3,1,1,450000.0,-23.197075,-45.8888198,0
Vila Ema,124.42,2,2,2,515000.0,-23.2092982,-45.9032947,1
Floradas de São José,124.24,3,0,1,460000.0,-23.2200324,-45.8872035,0
Vila Rangel,124.1,2,1,1,200000.0,-23.1579879,-45.8933432,0
Jardim Bela Vista,124.69,2,1,2,356000.0,-23.1772014,-45.8853048,0
Vila Adyana,124.93,3,1,1,550000.0,-23.195438,-45.8943621,0
Vila Ema,124.42,2,2,1,904945.0,-23.2038811,-45.9021055,1
Jardim San Marino,124.96,2,1,2,365000.0,-23.2285629,-45.8969811,0
Jardim das Colinas,124.64,4,3,6,3250000.0,-23.2082214,-45.9083253,1
Condomínio Royal Park,124.71,4,2,4,1715839.0,-23.2261461,-45.9074786,1
Jardim das Indústrias,124.57,3,3,3,1430000.0,-23.2327074,-45.9275569,1
Jardim San Marino,124.37,2,1,2,365000.0,-23.2285629,-45.8969811,0
Jardim América,124.96,2,1,2,385000.0,-23.2319718,-45.8942925,0
Monte Castelo,124.86,1,1,1,293000.0,-23.1775485,-45.8397078,0
Jardim das Indústrias,124.48,3,1,2,615000.0,-23.2220332,-45.9199542,0
Jardim Satélite,124.8,3,2,2,429900.0,-23.2629313,-45.8910605,1
Vila Ema,124.1,3,2,3,890000.0,-23.2071612,-45.9009565,1
Jardim Satélite,124.65,1,1,1,286200.0,-23.2223764,-45.8856605,0
Jardim das Indústrias,124.9,2,1,1,350000.0,-23.2240746,-45.9180774,0
Parque Industrial,124.76,2,2,1,611000.0,-23.2311239,-45.9066157,1
Jardim São Dimas,124.15,1,1,1,300000.0,-23.2034889,-45.8845846,0
Jardim das Indústrias,124.61,3,6,1,361000.0,-23.2327074,-45.9275569,1
Jardim Apolo I,124.93,2,1,2,400000.0,-23.1956647,-45.8937347,0
Vila Ema,124.72,4,4,4,1969000.0,-23.2071612,-45.9009565,1
Jardim Esplanada,124.85,2,1,1,460000.0,-23.202293,-45.906894,0
Vila Industrial,124.81,2,1,2,335001.0,-23.176123,-45.8595635,0
Jardim São Dimas,124.23,3,1,2,430000.0,-23.1970974,-45.8881419,0
Vila Ema,124.5,2,2,2,816573.0,-23.2038811,-45.9021055,1
Floradas de São José,124.12,3,1,2,350000.0,-23.2213004,-45.8883248,0
Vila Rangel,124.12,2,1,2,360000.0,-23.159038,-45.8933258,0
Vila Adyana,124.68,1,1,1,373000.0,-23.1968045,-45.8943248,0
Jardim Oriente,124.19,2,1,1,340000.0,-23.2432353,-45.8932115,0
Vila Ema,124.52,4,2,5,1450000.0,-23.2087038,-45.8998756,1
Bosque dos Eucaliptos,124.62,2,1,1,235000.0,-23.2645046,-45.8897409,0
Centro,124.35,2,1,2,360000.0,-23.1911762,-45.890048,0
Jardim América,124.6,2,1,1,370000.0,-23.2345204,-45.9005088,0
Bosque dos Eucaliptos,124.7,2,1,1,220000.0,-23.2662638,-45.8865331,0
Vila Adyana,124.76,1,1,1,360000.0,-23.1968045,-45.8943248,0
Parque Residencial Aquarius,124.7,1,1,2,750000.0,-23.2157422,-45.9060993,0
Parque Residencial Aquarius,124.54,2,1,1,590000.0,-23.2206945,-45.9101028,0
Jardim Nova Michigan,124.56,2,2,1,175000.0,-23.1873359,-45.7967809,1
Vila Adyana,124.86,3,1,2,795000.0,-23.2029298,-45.8920947,0
Jardim Esplanada,124.62,4,3,4,3400000.0,-23.1970039,-45.9084535,1
Parque Nova Esperança,124.02,2,1,1,190000.0,-23.198815,-45.7895881,0
Floradas de São José,124.23,3,1,2,530000.0,-23.2200575,-45.8896572,0
Jardim Petrópolis,124.57,3,2,2,760000.0,-23.2426379,-45.9152427,1
Parque Residencial Aquarius,124.88,4,4,5,2800000.0,-23.2170569,-45.9088967,1
Jardim São Dimas,124.27,3,1,1,450000.0,-23.197075,-45.8888198,0
Bosque dos Eucaliptos,124.51,2,2,2,739000.0,-23.2629313,-45.8910605,1
Vila Rubi,124.72,4,2,4,950000.0,-23.20281,-45.8926001,1
Jardim Augusta,124.76,3,4,4,1100000.0,-23.1976423,-45.8819124,1
Parque Residencial Aquarius,124.66,3,2,3,1550000.0,-23.2221126,-45.9095335,1
Condomínio Residencial Colinas do Paratehy,124.23,3,2,3,795000.0,-23.1841579,-45.9547335,1
Jardim das Indústrias,124.74,3,2,2,1220000.0,-23.2341234,-45.9256624,1
Cidade Morumbi,124.2,2,1,1,250000.0,-23.2434773,-45.9058528,0
Palmeiras de São José,124.73,2,1,2,450000.0,-23.2400181,-45.9134951,0
Jardim Veneza,124.58,2,2,1,650000.0,-23.2534054,-45.9166353,1
Vila Iracema,124.44,2,1,1,200000.0,-23.2505934,-45.8275902,0
Vila Betânia,124.22,3,2,3,890000.0,-23.2081295,-45.8916807,1
Palmeiras de São José,124.88,2,1,1,299000.0,-23.2342151,-45.912516,0
Jardim Satélite,124.04,2,2,2,415000.0,-23.2202195,-45.8937188,1
Jardim América,124.5,2,1,1,230000.0,-23.2265205,-45.8968879,0
Jardim Satélite,124.77,3,2,2,700000.0,-23.2296561,-45.8785953,1
Jardim São Dimas,124.67,2,1,1,282000.0,-23.2034889,-45.8845846,0
Condomínio Royal Park,124.06,3,2,3,955000.0,-23.2228195,-45.9104962,1
Condomínio Residencial Colinas do Paratehy,124.95,3,2,2,595000.0,-23.1841579,-45.9547335,1
Altos do Esplanada,124.61,3,3,5,2300000.0,-23.2127421,-45.9069145,1
Jardim São Dimas,124.07,2,1,1,282000.0,-23.2034889,-45.8845846,0
Vila Rossi,124.48,2,1,1,190000.0,-23.1676853,-45.8939214,0
Jardim das Indústrias,124.18,2,1,1,330000.0,-23.2341234,-45.9256624,0
Floradas de São José,124.68,3,2,1,720000.0,-23.2213004,-45.8883248,1
Jardim Esplanada II,124.12,3,2,3,1700000.0,-23.2082214,-45.9083253,1
Jardim Satélite,124.29,2,1,1,371000.0,-23.2227325,-45.8949678,0
Conjunto Residencial Trinta e Um de Março,124.46,3,1,2,415000.0,-23.2534054,-45.9166353,0
Residencial Frei Galvão,124.36,2,1,1,180200.0,-23.1698499,-45.7893012,0
Jardim Apolo II,124.73,3,2,2,700000.0,-23.2050581,-45.9048126,1
Vila Sanches,124.08,1,1,1,478001.0,-23.2041152,-45.8853984,0
Conjunto Residencial Trinta e Um de Março,124.1,2,1,2,600000.0,-23.2534054,-45.9166353,0
Jardim Esplanada II,124.96,3,2,3,1150000.0,-23.2082214,-45.9083253,1
Parque Residencial Aquarius,124.34,4,3,6,1699000.0,-23.2151853,-45.9090412,1
Loteamento Urbanova II,124.33,2,1,2,580000.0,-23.2013346,-45.9462429,0
Jardim Satélite,124.1,3,1,2,350000.0,-23.2223764,-45.8856605,0
Palmeiras de São José,124.61,2,1,1,295000.0,-23.2502173,-45.9170663,0
Jardim Apolo II,124.89,3,2,2,718000.0,-23.2050581,-45.9048126,1
Jardim das Indústrias,124.78,3,3,3,1430000.0,-23.2327074,-45.9275569,1
Vila Ema,124.25,3,2,4,1650000.0,-23.2038811,-45.9021055,1
Parque Residencial Aquarius,124.53,3,2,2,990000.0,-23.221044,-45.909243,1
Jardim Veneza,124.91,2,1,1,240000.0,-23.2409567,-45.914431,0
Jardim Satélite,124.75,3,2,2,555000.0,-23.2161228,-45.8885458,1
Condomínio Royal Park,124.39,3,1,2,910000.0,-23.2228195,-45.9104962,0
Condomínio Royal Park,124.68,2,1,2,680000.0,-23.2244165,-45.9087258,0
Jardim Esplanada II,124.72,3,2,3,2500000.0,-23.2082214,-45.9083253,1
Vila Ema,124.65,2,2,2,816573.0,-23.2038811,-45.9021055,1
Floradas de São José,124.97,3,1,2,345000.0,-23.2213004,-45.8883248,0
Chácara dos Eucalíptos,124.46,2,1,2,240000.0,-23.1678517,-45.8357389,0
Urbanova VI,124.82,1,1,1,260000.0,-23.2028942,-45.950933,0
Parque Residencial Aquarius,124.27,3,2,3,1550000.0,-23.2221126,-45.9095335,1
Jardim Esplanada,124.84,1,1,1,456000.0,-23.1979166,-45.9113619,0
Floradas de São José,124.21,3,1,2,370000.0,-23.2213004,-45.8883248,0
Parque Residencial Aquarius,124.31,3,2,1,850000.0,-23.2174699,-45.9045629,1
Jardim América,124.76,3,2,1,400000.0,-23.2499985,-45.9083387,1
Monte Castelo,124.97,2,2,2,385000.0,-23.1417569,-45.7825794,1
Jardim Bela Vista,124.52,2,1,1,297000.0,-23.0784079,-44.961914,0
Altos do Esplanada,124.35,3,3,3,2850000.0,-23.2127421,-45.9069145,1
Jardim Satélite,124.3,3,2,2,521900.0,-23.2161228,-45.8885458,1
Parque Residencial Aquarius,124.09,5,3,6,2050000.0,-23.2157422,-45.9060993,1
Conjunto Residencial Trinta e Um de Março,124.64,2,1,1,240000.0,-23.2349354,-45.9160047,0
Jardim Santa Madalena,124.01,2,2,2,800000.0,-23.2043732,-45.8959331,1
Parque Industrial,124.49,2,2,2,531832.0,-23.2311239,-45.9066157,1
Jardim Oswaldo Cruz,124.86,2,1,2,640000.0,-23.1982391,-45.8827334,0
Parque Industrial,124.13,2,1,1,351450.0,-23.2602632,-45.9113258,0
Parque Residencial Aquarius,124.54,2,2,3,1700000.0,-23.2190993,-45.9082337,1
Parque Residencial Aquarius,124.16,3,2,3,1650000.0,-23.2221126,-45.9095335,1
Condomínio Residencial Colinas do Paratehy,124.43,3,2,2,595000.0,-23.1841579,-45.9547335,1
Jardim São Dimas,124.38,1,1,1,269000.0,-23.2007671,-45.8882887,0
Palmeiras de São José,124.03,2,1,1,299000.0,-23.2400181,-45.9134951,0
Cidade Vista Verde,124.87,3,2,2,380000.0,-23.1767396,-45.8279302,1
Jardim Oswaldo Cruz,124.09,2,1,2,640000.0,-23.1982391,-45.8827334,0
Jardim Torrão de Ouro,124.0,2,1,1,200000.0,-23.2710602,-45.8625975,0
Parque Residencial Aquarius,124.67,3,2,2,1650000.0,-23.2221126,-45.9095335,1
Condomínio Royal Park,124.71,2,2,1,900000.0,-23.2228195,-45.9104962,1
Vila Ema,124.95,3,2,4,1350000.0,-23.2071612,-45.9009565,1
Jardim Satélite,124.59,2,2,2,487000.0,-23.2202195,-45.8937188,1
Jardim Esplanada,124.49,3,2,1,890000.0,-23.1970039,-45.9084535,1
Jardim Satélite,124.67,2,2,2,450000.0,-23.2202195,-45.8937188,1
Parque Industrial,124.56,2,1,1,234000.0,-23.2253021,-45.9016713,0
Jardim das Colinas,124.21,3,2,2,540000.0,-23.1985042,-45.9128647,1
Vila Ema,124.01,3,2,3,750000.0,-23.2071612,-45.9009565,1
Jardim Satélite,124.6,3,2,2,521900.0,-23.2161228,-45.8885458,1
Bosque dos Eucaliptos,124.82,3,2,2,795000.0,-23.2629313,-45.8910605,1
Jardim das Colinas,124.11,4,3,5,2600000.0,-23.2082214,-45.9083253,1
Parque Residencial Aquarius,124.0,3,1,2,650000.0,-23.2216712,-45.9085912,0
Jardim Santa Inês III,124.79,2,1,1,215000.0,-23.1715281,-45.7891455,0
Jardim das Colinas,124.72,2,2,2,744000.0,-23.1985042,-45.9128647,1
Jardim Torrão de Ouro,124.3,2,1,2,215000.0,-23.2721017,-45.8642725,0
Jardim São Dimas,124.54,3,1,2,578000.0,-23.1970974,-45.8881419,0
Centro,124.28,2,1,1,390000.0,-23.1909379,-45.886436,0
